year,budget_type,city_abc,expense_category,division_board,consultants_name,description_of_the_work,expenditure
2022,Capital,Infrastructure Services,Management / Research & Development,Solid Waste Management Services,Ernst & Young LLP,"Consultant has been retained to support the City’s efforts to transition it’s Blue Bin Recycling Program to an Extended Producer Responsibility model, under O. Reg. 391/21. Their work involves supporting the Division to transform business operations to align to the new state and change management to support staff and stakeholders adopt the change.",715901.69
2022,Capital,Development and Growth Services,Technical,Housing Secretariat,Ideaspace Consulting Inc,To provide communication and engagement strategy development and facilitation for one supportive housing project funded through federal and City funding (Modular Housing Initiative Phase 2 - 2021) to address the urgent need for creating supportive housing.,2452.42
2022,Capital,Development and Growth Services,Technical,Housing Secretariat,Ideaspace Consulting Inc,To provide services in communication and engagement strategy development and facilitation for several supportive housing projects funded through RHI with tight timelines as required by the federal government. http://app.toronto.ca/tmmis/viewAgendaItemHistory.do?item=2020.MM25.32,125565.61
2022,Capital,Development and Growth Services,Technical,City Planning,Architecture Evoq Inc,To provide a Peer Review of the cultural heritage evaluation for 1233 Yonge Street and 9 Woodlawn Avenue.,3052.8
2022,Capital,Development and Growth Services,Technical,City Planning,Third Party Public Inc.,To support Heritage Conservation District (HCD) public engagement and facilitation to deliver the Parkdale Main Street HCD to Council.,26457.599999999999
2022,Capital,Development and Growth Services,Technical,City Planning,WSP Canada Inc.,To provide and advise on the Toronto Green Standard v4 LEED Supplement Update.,12618.24
2022,Capital,Development and Growth Services,Technical,City Planning,DTAH,"To provide support on the development of the Film Studio Precinct Plan through providing urban design expertise in the development of urban design guidelines for the Port Lands Production, Interactive and Creative Core Districts.",25648.86
2022,Capital,Development and Growth Services,Technical,City Planning,Perkins & Will,To provide a study on the Yonge-Eglinton Review - Built Form to inform zoning updates and infrastructure strategies to manage growth and investment.,28543.069999999992
2022,Capital,Development and Growth Services,Technical,City Planning,Perkins & Will,"To provide a TO core ""Building for Liveability"" Study to inform updated King Parliament Secondary Plan and Zoning By-law to manage growth and investment.",61262.07
2022,Capital,Development and Growth Services,Technical,City Planning,N. Barry Lyon Consultants Limited,To undertake and complete a financial and real estate market analysis to inform the development of an inclusionary zoning framework,35398.480000000003
2022,Capital,Development and Growth Services,Technical,City Planning,Dillon Consulting,To provide an Inclusionary Zoning and Engagement Consultation Program to inform inclusionary zoning policies.,98.309999999999945
2022,Capital,Development and Growth Services,Technical,City Planning,Architecture Evoq Inc,To develop the Baby Point Heritage Conservation District (HCD) Plans.,35191.72
2022,Capital,Development and Growth Services,Technical,City Planning,Hemson Consulting Ltd.,To provide analysis for the Phased Employment Study & Economic Analysis of the City of Toronto's Employment Areas & Office Market.,136442.25
2022,Capital,Development and Growth Services,Technical,City Planning,Dillon Consulting,To provide support to the City-Wide Engagement and Communication Strategy for Toronto's Municipal Comprehensive Review.,194708.71000000002
2022,Capital,Development and Growth Services,Technical,City Planning,Access Planning Ltd.,To provide support for the development of the Transit Design Guide.,41828.449999999997
2022,Capital,Development and Growth Services,Technical,City Planning,Common Bond Collective,To prepare for the Jane and Finch Cultural Heritage Resource Assessment.,18332.080000000002
2022,Capital,Development and Growth Services,Technical,City Planning,Dialog Ontario Inc.,"To undertake the Thermal Comfort Study to be used to inform future actions on thermal comfort in the public realm and shared outdoor amenity spaces, taking into consideration future climate projections and the impacts of surrounding built form.",200491.79
2022,Capital,Development and Growth Services,Technical,City Planning,KPMG LLP,To undertake a review of Committee of Adjustment findings and an End-to-End review of the Development Review Process as directed by Council.,61056
2022,Capital,Development and Growth Services,Technical,City Planning,Gladki Planning Associates Inc.,To provide the Community Engagement and Stakeholder Consultation Strategy to support the Bloor-Yorkville Secondary Plan Study.,27925.64
2022,Capital,Development and Growth Services,Technical,City Planning,Perkins & Will,To provide Planning and Urban Design services for the Jane Finch Initiative to establish objectives and requirements for growth that delivers a range of housing options.,130070.54000000001
2022,Capital,Development and Growth Services,Technical,City Planning,Perkins & Will,To provide Planning and Urban Design services for the Gerrard-Carlaw Planning Study to establish clear objectives and requirements for growth that delivers a range of housing options.,8924.35
2022,Capital,Development and Growth Services,Technical,City Planning,Publicis Canada,"To provide and develop communication recommendations, media strategy and planning for Inclusionary Zoning.",40953.279999999999
